"","Est.Lag3","2.5%-Lag3","97.5%-Lag3","SE","Factor","Region"
"1",5.10049683768931,1.19397463975568,21.7886269314749,0.740855541522428,"p2.5_2d","Antofagasta"
"2",0.516138739408317,0.126184519616136,2.11118764114977,0.718702148699576,"p2.5_2d","Arica"
"3",0.866648767487392,0.128468973179397,5.84639284956834,0.97397012188121,"p2.5_2d","Atacama"
"4",3.73525593423655,1.26425230662779,11.0358801175255,0.552732326984491,"p2.5_2d","Aysen"
"5",0.683291360919407,0.480135414514149,0.972407095568114,0.18003044118659,"p2.5_2d","Biobio"
"6",2.57753394992329,1.13492086630306,5.85387180751073,0.418512884806458,"p2.5_2d","Coquimbo"
"7",0.773970074554124,0.510607158604508,1.17317132400272,0.212214452950109,"p2.5_2d","La.Araucania"
"8",0.588550849025746,0.358262952591999,0.96686553656417,0.253267973347318,"p2.5_2d","Los.Lagos"
"9",0.841492084836205,0.442582727672671,1.59994704846614,0.327837251332612,"p2.5_2d","Los.Rios"
"10",4.43194675336946,1.64648247974777,11.9297668006228,0.505212218785938,"p2.5_2d","Magallanes"
"11",0.833524679216748,0.565626940078816,1.22830675421254,0.197824332246523,"p2.5_2d","Maule"
"12",1.58358607462643,1.10549546291694,2.2684352309632,0.183369862072882,"p2.5_2d","Metropolitana.de.Santiago"
"13",0.934676525396578,0.621530731682847,1.40559454680868,0.20817482013867,"p2.5_2d","Nuble"
"14",1.23028680100159,0.951075262062226,1.59146775559776,0.131333736451492,"p2.5_2d","O.Higgins"
"15",1.47643745183591,0.359969536774389,6.0557000703922,0.720098910575044,"p2.5_2d","Tarapaca"
"16",0.671598015884805,0.460290747733122,0.979910843660765,0.192759470970702,"p2.5_2d","Valparaiso"
"17",1.98889870197877,0.665800637707217,5.94129507048076,0.558350089145456,"p5_2d","Antofagasta"
"18",0.690181992960717,0.343576829516825,1.38644734593169,0.355896625071249,"p5_2d","Arica"
"19",0.441102475376618,0.150671712646507,1.29135980713159,0.54805794686766,"p5_2d","Atacama"
"20",0.856035808824262,0.438742429995483,1.67022210730098,0.341026514883932,"p5_2d","Aysen"
"21",0.748724336908856,0.613479303973384,0.913784913441721,0.101646941784305,"p5_2d","Biobio"
"22",0.610753433333255,0.348087227971721,1.07162724269407,0.286862530436033,"p5_2d","Coquimbo"
"23",1.00313914090926,0.728444982406572,1.38141954482228,0.163256776432733,"p5_2d","La.Araucania"
"24",0.776350510750001,0.573576806639573,1.05080977571767,0.154447865349494,"p5_2d","Los.Lagos"
"25",0.760597142714824,0.497245966455474,1.16342424581087,0.216850430019038,"p5_2d","Los.Rios"
"26",1.84832380791204,1.02103247784091,3.34592774768401,0.302793742523809,"p5_2d","Magallanes"
"27",0.702089199229584,0.516574303872411,0.954227184704463,0.156554571531819,"p5_2d","Maule"
"28",1.69516790736567,1.35177290339327,2.12579659419797,0.115494369006472,"p5_2d","Metropolitana.de.Santiago"
"29",0.987175756400332,0.704801970634875,1.38268054663176,0.171906844680767,"p5_2d","Nuble"
"30",0.919152450839366,0.729834735578343,1.15757881435245,0.117672507898195,"p5_2d","O.Higgins"
"31",1.36263124473802,0.690003285809934,2.69094937273639,0.347188261649549,"p5_2d","Tarapaca"
"32",0.575291365285199,0.426881504413218,0.775297480800063,0.152232474452723,"p5_2d","Valparaiso"
"33",1.95234773917902,0.229655155250879,16.5973269379192,1.09196345149475,"p5_3d","Antofagasta"
"34",0.571378140586071,0.180109550269645,1.81263558234878,0.589034269973509,"p5_3d","Arica"
"35",1.03766623757754,0.120405451347041,8.94271155136346,1.09893073364145,"p5_3d","Atacama"
"36",0.796521100195522,0.308377687799465,2.05736630164131,0.484156003276717,"p5_3d","Aysen"
"37",0.711742233762738,0.511987733897296,0.989431921474882,0.168072040970364,"p5_3d","Biobio"
"38",0.606739855866788,0.254815314355842,1.44470615366219,0.442641348095557,"p5_3d","Coquimbo"
"39",0.881281029397822,0.581196752668729,1.33630521714075,0.212395341476174,"p5_3d","La.Araucania"
"40",0.747842888192103,0.450123799695119,1.24247814889662,0.259020197325533,"p5_3d","Los.Lagos"
